client_id,outflow_intensity,competitor_share,competitor_intensity,net_flow_ratio,recent_outflow_share,contributions_stopped,perf_spread_excess,fee_rate,fee_excess,tenure_years,sold_heavily,portfolio_value,age,churned,severity
C-01420,0.0407,0.0,0.0,0.0748,0.0,0,-0.0001,0.011,0.0018,3.6,0,135000,36,0,0.027
C-01421,0.1216,0.0,0.0,-0.0099,0.1652,0,0.0122,0.00982,0.00062,3.4,0,473000,64,1,0.05
C-01422,0.1878,0.0,0.0,-0.129,0.3261,0,-0.0092,0.011,0.0018,8.7,1,122500,38,0,0.101
C-01423,0.1854,0.0,0.0,-0.1796,0.4132,0,-0.0076,0.00834,-0.00086,8.1,1,1429000,72,0,0.036
C-01424,0.4281,0.4229,0.181,-0.4281,0.2767,1,0.0303,0.01062,0.00142,2.8,1,295500,46,0,0.0
C-01425,0.1002,0.0,0.0,-0.0781,0.2857,0,0.0056,0.00978,0.00058,3.1,0,489000,43,0,0.022
C-01426,0.1545,0.0,0.0,-0.1275,0.1818,0,-0.0026,0.011,0.0018,13.1,0,178000,47,0,0.06
C-01427,0.12,0.0,0.0,0.088,0.5556,0,-0.0249,0.011,0.0018,5.4,0,75000,36,0,0.027
C-01428,0.2529,0.2152,0.0544,-0.2321,0.0,0,0.0064,0.00812,-0.00108,1.1,0,1617500,44,0,0.0
C-01429,0.3376,0.3238,0.1093,-0.299,0.5619,0,-0.0107,0.011,0.0018,6,1,155500,28,0,0.037
C-01430,0.091,0.0,0.0,-0.0394,0.8889,0,0.0083,0.01008,0.00088,1.8,0,395500,71,0,0.042
C-01431,0.0481,0.0,0.0,-0.0481,0.5556,1,0.0029,0.011,0.0018,2.7,0,187000,47,0,0.0
C-01432,0.1195,0.7895,0.0943,-0.1195,0.0,1,-0.0123,0.011,0.0018,4.0,1,159000,31,0,0.107
C-01433,0.1394,0.0,0.0,-0.0851,0.3553,0,-0.0092,0.00926,6e-05,3.6,1,817500,63,0,0.084
C-01434,0.1187,0.0,0.0,-0.11,0.7866,0,-0.0072,0.0084,-0.0008,6.6,0,1382000,31,0,0.071
C-01435,0.0609,0.0,0.0,-0.0609,0.0,1,0.0306,0.00954,0.00034,7.1,0,599000,36,0,0.043
C-01436,0.0767,0.0,0.0,-0.0767,0.1553,1,0.0418,0.00745,-0.00175,6.2,0,2770500,62,0,0.0
C-01437,0.0866,0.0,0.0,-0.0347,0.5417,0,0.0015,0.011,0.0018,3.9,1,138500,54,0,0.043
C-01438,0.1771,0.3025,0.0536,-0.162,0.3025,0,0.0055,0.0074,-0.0018,1.4,0,2930000,46,0,0.012
C-01439,0.1154,0.0,0.0,0.0,0.7083,0,0.0077,0.011,0.0018,7,0,104000,29,0,0.042
C-01440,0.0828,0.0,0.0,-0.0178,0.6727,0,0.0343,0.01038,0.00118,3.8,0,332000,27,0,0.066
C-01441,0.1311,0.0,0.0,-0.0728,0.3333,0,-0.0004,0.011,0.0018,0.3,0,103000,29,0,0.027
C-01442,0.2016,0.0,0.0,-0.1423,0.2129,0,0.009,0.01013,0.00093,5,0,384500,27,0,0.0
C-01443,0.1337,0.0,0.0,-0.1248,0.8278,0,0.0035,0.00943,0.00023,0.4,0,673000,50,0,0.046
C-01444,0.2429,0.6824,0.1657,-0.1469,0.1294,0,0.0265,0.011,0.0018,19,1,175000,41,0,0.015
C-01445,0.0428,0.0,0.0,-0.0005,0.4118,0,0.0059,0.011,0.0018,1.6,1,198500,51,0,0.024
C-01446,0.1653,0.0,0.0,-0.1451,0.3597,0,0.0063,0.00871,-0.00049,15.5,0,1185500,74,0,0.049
C-01447,0.157,0.2571,0.0404,-0.157,0.5429,1,0.0485,0.011,0.0018,10.1,0,111500,55,0,0.042
C-01448,0.1277,0.0,0.0,0.0766,0.5,0,0.0075,0.011,0.0018,4,0,47000,26,0,0.068
C-01449,0.0755,0.0,0.0,-0.0755,0.1132,1,0.0295,0.01028,0.00108,0.8,1,351000,75,0,0.059
C-01450,0.1098,0.0,0.0,-0.1037,0.4312,0,-0.0042,0.00913,-7e-05,4.2,0,993000,72,0,0.042
C-01451,0.1034,0.0,0.0,-0.1034,1.0,1,-0.0036,0.011,0.0018,3.2,0,208000,31,0,0.041
C-01452,0.135,0.3906,0.0527,-0.135,0.6094,1,0.0262,0.011,0.0018,0.5,0,237000,60,1,0.407
C-01453,0.0851,0.0,0.0,0.0681,0.125,0,0.0028,0.011,0.0018,1.7,1,47000,29,0,0.021
C-01454,0.1579,0.0,0.0,-0.1579,0.3333,1,-0.0016,0.011,0.0018,2.5,0,47500,29,0,0.025
C-01455,0.0992,0.0,0.0,-0.0908,0.3583,0,0.0027,0.00573,-0.00347,4.2,0,9707500,63,1,0.457
C-01456,0.207,0.3178,0.0658,-0.1513,0.4766,0,0.0138,0.00971,0.00051,2.8,0,517000,55,0,0.013
C-01457,0.0929,0.0,0.0,-0.0929,0.7167,1,-0.0115,0.01043,0.00123,5,0,323000,27,0,0.04
C-01458,0.0719,0.0,0.0,-0.0719,0.75,1,0.0022,0.01,0.0008,3.1,0,417500,51,0,0.051
C-01459,0.0532,0.0,0.0,0.2023,0.8571,0,-0.0016,0.011,0.0018,13,0,131500,35,0,0.033
C-01460,0.0743,0.0,0.0,-0.0743,0.6048,1,0.0134,0.00807,-0.00113,4.1,1,1669500,58,0,0.002
C-01461,0.1728,0.0,0.0,-0.1572,0.2935,0,0.0475,0.0092,0.0,2.8,0,897000,49,1,0.327
C-01462,0.0586,0.0,0.0,-0.0586,0.3571,1,0.012,0.01024,0.00104,15.3,0,358500,73,0,0.044
C-01463,0.1902,0.0,0.0,-0.1836,0.4545,0,0.0149,0.00747,-0.00173,8.8,1,2712500,47,0,0.011
C-01464,0.2058,0.7602,0.1564,-0.1711,0.0585,0,0.0389,0.01,0.0008,10.3,0,415500,61,1,0.804
C-01465,0.0959,0.0,0.0,-0.0545,0.1011,0,-0.001,0.00985,0.00065,12.0,0,464000,43,0,0.0
C-01466,0.1089,0.0,0.0,0.1525,0.5455,0,0.0054,0.011,0.0018,1.0,0,50500,60,0,0.01
C-01467,0.1691,0.3972,0.0671,-0.1403,0.6879,0,0.0104,0.01,0.0008,7.9,0,417000,45,0,0.0
C-01468,0.1475,0.0,0.0,-0.1475,0.4793,1,-0.0147,0.00959,0.00039,0.4,0,573000,59,0,0.0
C-01469,0.1241,0.0,0.0,-0.1166,0.2778,0,0.0062,0.00928,8e-05,3.7,0,797500,74,0,0.063
C-01470,0.2639,0.678,0.1789,-0.2145,0.678,0,0.0439,0.00962,0.00042,5.7,0,559000,63,1,0.389
C-01471,0.1507,0.0,0.0,0.0466,0.0,0,0.0198,0.011,0.0018,0.7,1,73000,48,0,0.03
C-01472,0.0478,0.0,0.0,-0.0478,0.451,1,0.0541,0.00814,-0.00106,5.7,1,1599500,57,0,0.033
C-01473,0.1497,0.0,0.0,-0.1497,0.3182,1,0.0155,0.011,0.0018,8.1,1,73500,59,0,0.038
C-01474,0.087,0.0,0.0,0.0174,1.0,0,-0.0019,0.011,0.0018,4.0,1,92000,29,0,0.059
C-01475,0.0966,0.25,0.0242,0.0077,0.9125,0,0.0058,0.01001,0.00081,6.2,1,414000,63,1,0.45
C-01476,0.2328,0.2222,0.0517,-0.2328,0.3333,1,0.0529,0.011,0.0018,1.5,1,58000,48,1,0.53
C-01477,0.1533,0.0,0.0,-0.1533,0.45,1,-0.0063,0.01089,0.00169,7.6,0,261000,71,0,0.012
C-01478,0.1901,0.0,0.0,-0.1747,0.2573,0,-0.0075,0.00875,-0.00045,2.4,0,1165000,41,0,0.0
C-01479,0.1488,0.0,0.0,-0.1286,0.6196,0,0.0019,0.00797,-0.00123,15.5,0,1784000,57,0,0.033
C-01480,0.125,0.0,0.0,0.455,0.5333,0,-0.0005,0.011,0.0018,1.1,0,60000,31,1,0.289
C-01481,0.2102,0.0,0.0,-0.1761,0.1216,0,-0.0047,0.011,0.0018,11,0,176000,33,0,0.074
C-01482,0.0782,0.0,0.0,-0.0497,0.443,0,-0.0016,0.00974,0.00054,1.9,1,505000,53,0,0.0
C-01483,0.0914,0.0,0.0,-0.0892,0.8327,0,0.0008,0.00574,-0.00346,0.7,1,9672500,58,0,0.026
C-01484,0.1472,0.0,0.0,-0.1472,0.2421,1,0.0501,0.00947,0.00027,0.3,0,645500,34,0,0.015
C-01485,0.1319,0.0,0.0,-0.1093,0.2857,0,-0.0032,0.01046,0.00126,8.3,0,318500,73,0,0.049
C-01486,0.118,0.0,0.0,-0.1066,0.594,0,0.0052,0.00858,-0.00062,4.3,0,1262500,46,0,0.07
C-01487,0.2943,0.6748,0.1986,-0.2943,0.7561,1,0.0501,0.011,0.0018,3,0,209000,25,0,0.051
C-01488,0.0989,0.0,0.0,0.0857,0.0,0,0.0051,0.011,0.0018,0.7,0,91000,29,0,0.0
C-01489,0.2041,0.0,0.0,-0.2041,0.5,1,-0.0009,0.011,0.0018,8.1,0,49000,68,0,0.011
C-01490,0.1809,0.8235,0.1489,0.3043,0.0,0,0.03,0.011,0.0018,4.8,0,47000,33,1,0.988
C-01491,0.1311,0.304,0.0399,-0.0965,0.1982,0,0.0134,0.00922,2e-05,2.0,0,865500,54,0,0.035
C-01492,0.0319,0.0,0.0,0.0702,0.0,0,-0.0014,0.011,0.0018,3.1,0,47000,32,0,0.002
C-01493,0.1116,0.0,0.0,-0.0395,0.4615,0,-0.0013,0.011,0.0018,22.5,0,116500,73,0,0.056
C-01494,0.0877,0.0,0.0,-0.0035,0.92,0,0.0059,0.011,0.0018,0.3,0,142500,39,0,0.03
C-01495,0.0822,0.0,0.0,-0.0247,0.2083,0,-0.0027,0.011,0.0018,5.2,0,146000,34,0,0.064
C-01496,0.0783,0.0,0.0,-0.0525,0.8319,0,-0.0136,0.00832,-0.00088,8.0,0,1444000,54,0,0.093
C-01497,0.1023,0.0,0.0,-0.0847,0.4704,0,-0.0019,0.00744,-0.00176,19.7,0,2806500,44,0,0.088
C-01498,0.0737,0.0,0.0,-0.0737,0.0,1,0.0027,0.011,0.0018,5.6,0,47500,33,0,0.03
C-01499,0.3116,0.5229,0.1629,-0.3116,0.7451,1,0.0459,0.011,0.0018,1.4,0,245500,66,1,0.417
C-01500,0.1424,0.3261,0.0464,-0.0854,0.6812,0,0.015,0.00979,0.00059,2.8,0,484500,52,0,0.05
C-01501,0.1096,0.0,0.0,-0.0233,0.8438,0,0.0407,0.011,0.0018,12,0,146000,34,0,0.0
C-01502,0.1033,0.0,0.0,-0.0697,0.0,0,0.0003,0.01069,0.00149,12.0,1,285500,61,0,0.066
C-01503,0.0526,0.0,0.0,0.5368,0.4,0,0.0163,0.011,0.0018,9.8,1,47500,54,0,0.05
C-01504,0.1677,0.0,0.0,-0.1677,0.3929,1,-0.0144,0.011,0.0018,3,0,250500,25,1,0.221
C-01505,0.1801,0.0,0.0,-0.1801,0.1592,1,-0.0078,0.00962,0.00042,0.3,1,558000,75,0,0.044
C-01506,0.0805,0.0,0.0,-0.0778,0.0629,0,-0.0045,0.0066,-0.0026,12.6,1,4442500,74,1,0.45
C-01507,0.094,0.6364,0.0598,-0.0017,0.1818,0,-0.0095,0.011,0.0018,5.8,0,117000,47,0,0.042
C-01508,0.1122,0.697,0.0782,-0.0361,1.0,0,0.0182,0.00992,0.00072,6.5,1,441000,57,0,0.02
C-01509,0.0555,0.0,0.0,-0.0411,0.2703,0,-0.0102,0.01037,0.00117,3.4,0,333500,71,0,0.064
C-01510,0.2356,0.1531,0.0361,-0.1029,0.3571,0,-0.0004,0.011,0.0018,30,0,208000,60,0,0.061
C-01511,0.0165,0.0,0.0,0.0195,0.0,0,0.0075,0.01038,0.00118,4.8,1,333000,55,0,0.015
C-01512,0.1259,0.0,0.0,-0.11,0.7056,0,0.0365,0.00756,-0.00164,5.6,0,2482000,63,0,0.068
C-01513,0.0642,0.0,0.0,-0.0374,0.0,0,0.0017,0.01025,0.00105,0.3,0,358000,75,0,0.034
C-01514,0.101,0.0,0.0,-0.025,0.6078,0,-0.0061,0.01098,0.00178,5.3,1,252500,42,0,0.001
C-01515,0.1976,0.1207,0.0239,-0.1526,0.5517,0,0.0029,0.01063,0.00143,10.4,0,293500,46,0,0.047
C-01516,0.0751,0.0,0.0,-0.0677,0.3357,0,0.0034,0.00745,-0.00175,5.5,1,2755000,33,0,0.045
C-01517,0.1831,0.6154,0.1127,-0.1831,0.6923,1,0.0113,0.011,0.0018,3.6,1,71000,28,1,0.62
C-01518,0.0528,0.0,0.0,-0.0029,0.7879,0,0.0082,0.0105,0.0013,2.1,0,312500,71,0,0.0
C-01519,0.0889,0.0,0.0,-0.0178,0.4762,0,0.0052,0.00982,0.00062,2.0,0,472500,63,0,0.017
C-01520,0.1633,0.3671,0.0599,-0.1615,0.6109,0,0.0058,0.00776,-0.00144,0.7,0,2085500,68,0,0.038
C-01521,0.051,0.0,0.0,-0.051,0.0,1,0.0363,0.00836,-0.00084,3.4,0,1411000,38,1,0.05
C-01522,0.2827,0.5741,0.1623,-0.2827,0.3148,1,0.0451,0.011,0.0018,10.2,0,191000,50,0,0.031
C-01523,0.0475,0.0,0.0,-0.0233,0.6364,0,-0.0007,0.0103,0.0011,5,0,347500,27,0,0.069
C-01524,0.0707,0.0,0.0,-0.0561,0.2241,0,0.0052,0.01002,0.00082,2.4,1,410000,70,0,0.022
C-01525,0.2396,0.3043,0.0729,-0.0646,0.6957,0,-0.0057,0.011,0.0018,0.5,0,48000,33,0,0.04
C-01526,0.1767,0.0,0.0,-0.1767,0.6429,1,-0.0037,0.011,0.0018,0.3,0,158500,35,0,0.02
C-01527,0.0258,0.0,0.0,-0.0139,0.7273,0,0.0452,0.00804,-0.00116,16,0,1703000,38,0,0.12
C-01528,0.1213,0.0,0.0,-0.0881,0.3649,0,0.0063,0.00746,-0.00174,3.3,0,2745000,62,0,0.073
C-01529,0.0636,0.0,0.0,-0.021,0.3488,0,-0.0149,0.00942,0.00022,2.1,1,676500,53,0,0.0
C-01530,0.0162,0.0,0.0,0.0746,1.0,0,0.0016,0.011,0.0018,4.0,0,92500,32,0,0.035
C-01531,0.0592,0.0,0.0,-0.0592,0.5924,1,0.0444,0.00848,-0.00072,9.0,0,1325000,72,0,0.0
C-01532,0.1734,0.0,0.0,-0.1571,0.7598,0,-0.0093,0.00904,-0.00016,6.3,0,1032500,45,0,0.073
C-01533,0.1091,0.557,0.0608,-0.1091,0.2025,1,0.0442,0.01023,0.00103,5.2,1,362000,65,0,0.019
C-01534,0.1223,0.0,0.0,-0.1223,1.0,1,0.0165,0.011,0.0018,11,0,114500,33,0,0.009
C-01535,0.1164,0.4103,0.0478,0.034,0.6667,0,0.0011,0.011,0.0018,2.6,1,167500,44,1,0.355
C-01536,0.324,0.68,0.2203,-0.324,0.7533,1,0.0188,0.011,0.0018,4.2,1,231500,36,1,0.694
C-01537,0.1379,0.3452,0.0476,-0.1379,1.0,1,0.0133,0.00953,0.00033,7,1,609000,29,0,0.0
C-01538,0.1943,0.2941,0.0571,-0.0297,0.2941,0,0.0,0.011,0.0018,2.7,1,87500,72,0,0.051
C-01539,0.0973,0.0,0.0,-0.023,0.1818,0,0.0467,0.011,0.0018,8.7,0,113000,34,1,0.05
C-01540,0.1634,0.75,0.1226,-0.1118,0.25,0,0.0434,0.011,0.0018,23.0,1,232500,66,0,0.039
C-01541,0.1656,0.0,0.0,-0.0626,0.4444,0,-0.0146,0.011,0.0018,5.0,0,81500,32,0,0.008
C-01542,0.1146,0.0,0.0,0.0104,0.3636,0,-0.0153,0.011,0.0018,8.0,1,48000,32,0,0.022
C-01543,0.1468,0.0,0.0,-0.1468,0.6144,1,-0.0073,0.00761,-0.00159,17.6,0,2366500,44,0,0.048
C-01544,0.147,0.0,0.0,-0.1099,0.25,0,-0.0041,0.01092,0.00172,14.1,1,258500,59,0,0.059
C-01545,0.1571,0.0,0.0,-0.1571,0.1266,1,0.0024,0.01099,0.00179,8.0,0,251500,75,0,0.044
C-01546,0.1176,0.0,0.0,0.0,0.3333,0,-0.0194,0.011,0.0018,19.5,0,51000,45,0,0.046
C-01547,0.1452,0.5,0.0726,0.0484,0.7778,0,0.0114,0.011,0.0018,0.3,1,62000,25,0,0.065
C-01548,0.2972,0.6926,0.2058,-0.2932,0.3682,0,0.0357,0.00976,0.00056,25.2,1,498000,48,1,0.404
C-01549,0.0739,0.0,0.0,0.2534,0.7692,0,-0.0,0.011,0.0018,2.5,0,88000,26,0,0.022
C-01550,0.0359,0.0,0.0,-0.0147,0.0,0,-0.0004,0.00929,9e-05,1.5,0,794000,73,0,0.073
C-01551,0.1216,0.0,0.0,-0.0875,0.2805,0,0.0029,0.00816,-0.00104,5.7,0,1582500,49,0,0.0
C-01552,0.1818,0.4,0.0727,-0.1305,0.5176,0,-0.0,0.00984,0.00064,4.1,1,467500,40,0,0.011
C-01553,0.148,0.0,0.0,-0.148,0.6667,1,0.0363,0.011,0.0018,2.1,0,152000,30,0,0.111
C-01554,0.308,0.8082,0.2489,-0.308,0.0822,1,0.02,0.011,0.0018,4.1,1,118500,52,1,0.896
C-01555,0.0928,0.4857,0.0451,-0.061,0.2,0,0.0122,0.011,0.0018,9.9,0,188500,45,0,0.0
C-01556,0.3758,0.5,0.1879,-0.3585,0.8678,0,0.0524,0.011,0.0018,3.2,0,231500,47,0,0.081
C-01557,0.06,0.0,0.0,-0.0531,0.125,0,0.0045,0.00838,-0.00082,10.7,0,1400000,71,0,0.026
C-01558,0.1278,0.0,0.0,-0.0478,0.2174,0,0.0167,0.011,0.0018,6.7,0,90000,65,0,0.032
C-01559,0.0874,0.0,0.0,-0.0618,0.0,0,0.0466,0.00939,0.00019,0.3,0,704000,36,0,0.063
C-01560,0.2957,0.4737,0.1401,-0.1463,0.2368,0,0.0048,0.011,0.0018,6.0,1,128500,35,0,0.0
C-01561,0.269,0.2727,0.0734,-0.269,0.3333,1,-0.0062,0.011,0.0018,4.7,0,184000,56,0,0.069
C-01562,0.0507,0.0,0.0,-0.0329,0.8049,0,0.0045,0.01005,0.00085,13.7,0,404000,40,0,0.005
C-01563,0.0982,0.0,0.0,0.0089,0.4545,0,-0.001,0.011,0.0018,11,1,56000,33,0,0.036
C-01564,0.1993,0.2202,0.0439,-0.1623,0.4583,0,-0.0102,0.00998,0.00078,22.7,1,421500,62,0,0.0
C-01565,0.1699,0.4571,0.0777,-0.065,0.2,0,0.0006,0.011,0.0018,3.1,0,206000,29,1,0.46
C-01566,0.1183,0.0,0.0,-0.0151,0.5455,0,-0.0057,0.011,0.0018,3,1,46500,25,0,0.024
C-01567,0.1476,0.0,0.0,-0.1407,0.398,0,0.0056,0.0084,-0.0008,3.7,0,1378500,67,0,0.039
C-01568,0.0684,0.0,0.0,-0.0684,0.1111,1,-0.0033,0.00956,0.00036,5.4,1,592000,38,0,0.041
C-01569,0.1195,0.0,0.0,-0.0701,0.3218,0,-0.001,0.01022,0.00102,8,0,364000,30,0,0.076
C-01570,0.1116,0.0,0.0,-0.1116,0.1513,1,0.0113,0.00843,-0.00077,2.2,0,1362000,72,0,0.047
C-01571,0.0539,0.0,0.0,-0.0539,0.1786,1,-0.0012,0.01091,0.00171,15.3,1,259500,46,0,0.05
C-01572,0.121,0.0,0.0,-0.121,0.5714,1,0.041,0.011,0.0018,18.3,1,231500,60,0,0.011
C-01573,0.1394,0.3507,0.0489,-0.1339,0.327,0,0.0379,0.00823,-0.00097,2.7,1,1513500,72,0,0.029
C-01574,0.1999,0.0,0.0,-0.1779,0.5822,0,0.0038,0.0078,-0.0014,0.3,0,2024000,40,0,0.016
C-01575,0.055,0.0,0.0,0.0631,0.0,0,0.0012,0.01031,0.00111,0.9,1,345500,27,0,0.054
C-01576,0.0962,0.0,0.0,-0.0962,0.5932,1,0.0058,0.01054,0.00134,0.3,1,306500,75,0,0.028
C-01577,0.1489,0.0,0.0,-0.0867,0.3261,0,0.0181,0.011,0.0018,0.3,0,154500,44,0,0.039
C-01578,0.3078,0.7533,0.2319,-0.2985,0.2922,0,0.0341,0.00923,3e-05,6.6,1,856000,31,1,0.567
C-01579,0.0625,0.0,0.0,0.6625,0.0,0,0.0339,0.011,0.0018,11.1,1,48000,34,1,0.05
C-01580,0.0581,0.0,0.0,-0.0581,0.1385,1,0.047,0.00962,0.00042,8.4,0,559500,53,0,0.05
C-01581,0.0319,0.0,0.0,0.0329,0.7692,0,0.0062,0.011,0.0018,3.5,0,203500,72,0,0.045
C-01582,0.1238,0.0,0.0,-0.1163,0.7487,0,0.0124,0.00928,8e-05,7.5,1,804000,72,0,0.011
C-01583,0.0873,0.0,0.0,-0.0744,0.5,0,-0.0101,0.00961,0.00041,2.9,0,561500,73,0,0.0
C-01584,0.1165,0.0,0.0,-0.084,0.6047,0,-0.0093,0.011,0.0018,0.7,1,184500,75,0,0.011
C-01585,0.1758,0.6562,0.1154,-0.1758,0.1562,1,-0.0006,0.011,0.0018,3.2,1,182000,55,0,0.0
C-01586,0.1266,0.0,0.0,-0.0578,0.5746,0,-0.0086,0.00937,0.00017,15.2,1,715000,58,0,0.032
C-01587,0.0549,0.0,0.0,-0.0497,0.7157,0,0.0456,0.00744,-0.00176,0.9,0,2789000,70,0,0.081
C-01588,0.0938,0.0,0.0,-0.0797,0.5232,0,0.006,0.00784,-0.00136,11.5,0,1956500,49,0,0.102
C-01589,0.0556,0.0,0.0,0.1,0.0,0,-0.011,0.011,0.0018,4.8,0,54000,37,0,0.091
C-01590,0.2497,0.4677,0.1168,-0.2497,0.6452,1,0.049,0.01018,0.00098,1.8,0,372500,42,0,0.069
C-01591,0.0909,0.0,0.0,-0.0182,0.2778,0,0.0275,0.011,0.0018,0.3,1,99000,40,0,0.02
C-01592,0.1235,0.0,0.0,-0.1086,0.1833,0,-0.0093,0.011,0.0018,0.9,0,243000,68,0,0.062
C-01593,0.1353,0.0,0.0,-0.1353,0.3782,1,0.0173,0.00938,0.00018,8.7,0,713000,74,0,0.03
C-01594,0.1902,0.0,0.0,-0.1902,0.3631,1,0.0289,0.00626,-0.00294,1.1,1,5676500,53,0,0.07
C-01595,0.1614,0.0,0.0,-0.1405,0.4122,0,0.0052,0.00986,0.00066,7.4,0,458500,55,0,0.05
C-01596,0.096,0.0,0.0,-0.0011,0.4118,0,-0.0053,0.011,0.0018,5.0,0,88500,32,0,0.027
C-01597,0.0882,0.0,0.0,-0.0882,0.6923,1,0.0394,0.00991,0.00071,15,0,442000,37,1,0.05
C-01598,0.1412,0.0,0.0,-0.0424,0.875,0,0.002,0.011,0.0018,1.9,0,85000,42,0,0.009
C-01599,0.1037,0.0,0.0,-0.0739,0.06,0,-0.0059,0.011,0.0018,0.9,0,241000,52,0,0.027
C-01600,0.1473,0.0,0.0,-0.1287,0.6316,0,0.0147,0.011,0.0018,1.7,0,193500,36,0,0.055
C-01601,0.134,0.0,0.0,-0.1314,0.1721,0,-0.002,0.00919,-1e-05,4.8,1,910500,70,0,0.061
C-01602,0.1765,0.1572,0.0277,-0.1685,0.1761,0,0.0057,0.00989,0.00069,0.5,0,450500,68,0,0.022
C-01603,0.2666,0.4851,0.1293,-0.2271,0.0801,0,0.0107,0.00926,6e-05,4.3,1,819500,50,0,0.055
C-01604,0.2215,0.0,0.0,-0.2215,0.3134,1,-0.0009,0.01057,0.00137,7.0,0,302500,56,0,0.046
C-01605,0.1369,0.3218,0.0441,-0.134,0.6963,0,-0.0085,0.00743,-0.00177,0.6,0,2837000,75,0,0.055
C-01606,0.0906,0.0,0.0,-0.0604,0.4444,0,-0.0027,0.01007,0.00087,11.2,0,397500,71,0,0.043
C-01607,0.0816,0.0,0.0,-0.024,0.5686,0,-0.0041,0.0105,0.0013,0.3,1,312500,73,0,0.049
C-01608,0.076,0.0,0.0,-0.076,0.8525,1,0.052,0.01006,0.00086,0.3,1,401500,36,0,0.082
C-01609,0.1209,0.0,0.0,0.0374,0.1818,0,-0.0141,0.011,0.0018,0.3,1,45500,26,0,0.072
C-01610,0.1482,0.0,0.0,-0.1482,0.2835,1,0.0002,0.00803,-0.00117,4.9,0,1713500,75,0,0.066
C-01611,0.2128,0.7,0.1489,-0.0851,0.0,0,0.0193,0.011,0.0018,3.1,1,47000,28,1,0.267
C-01612,0.1034,0.0,0.0,0.1352,0.1923,0,-0.0159,0.01099,0.00179,3.0,0,251500,51,0,0.018
C-01613,0.1138,0.0,0.0,-0.0549,0.2745,0,0.007,0.011,0.0018,0.3,1,224000,33,0,0.0
C-01614,0.0543,0.0,0.0,-0.0429,0.087,0,-0.0,0.00924,4e-05,6.5,1,847500,69,0,0.042
C-01615,0.1579,0.3137,0.0495,-0.0687,0.6863,0,0.009,0.011,0.0018,0.4,0,161500,35,0,0.03
C-01616,0.1244,0.0,0.0,-0.0655,0.1842,0,0.0028,0.01055,0.00135,8.6,1,305500,35,0,0.088
C-01617,0.2626,0.288,0.0756,-0.1786,0.52,0,0.0168,0.011,0.0018,0.3,1,238000,42,0,0.0
C-01618,0.114,0.0,0.0,0.1807,0.1538,0,0.04,0.011,0.0018,1.1,1,57000,68,0,0.045
C-01619,0.1734,0.2667,0.0462,0.0208,0.5333,0,0.0039,0.011,0.0018,1.1,0,86500,32,0,0.08
C-01620,0.1244,0.0,0.0,-0.1244,0.2293,1,0.008,0.00949,0.00029,10.8,0,631000,69,0,0.076
C-01621,0.145,0.359,0.052,0.0781,0.7692,0,-0.0019,0.011,0.0018,0.3,0,134500,55,0,0.076
C-01622,0.1221,0.0,0.0,-0.0945,0.5377,0,-0.0138,0.00994,0.00074,5,0,434000,27,1,0.243
C-01623,0.104,0.0,0.0,-0.0132,0.2841,0,0.0118,0.00998,0.00078,4.9,0,423000,40,0,0.068
C-01624,0.1429,0.4118,0.0588,-0.0723,0.7059,0,0.0329,0.011,0.0018,9,0,59500,31,0,0.028
C-01625,0.0426,0.0,0.0,0.1872,0.75,0,0.0427,0.011,0.0018,1.5,0,47000,26,0,0.044
C-01626,0.1098,0.0,0.0,0.139,0.9444,0,-0.0131,0.011,0.0018,10.4,0,82000,41,0,0.045
C-01627,0.0775,0.0,0.0,-0.0542,0.3516,0,-0.0099,0.00926,6e-05,4.3,0,826000,52,0,0.086
C-01628,0.186,0.4841,0.09,-0.186,0.2229,1,0.0081,0.00924,4e-05,5.8,1,844000,58,1,0.564
C-01629,0.0519,0.0,0.0,-0.041,0.0,0,0.0182,0.00703,-0.00217,2.0,0,3516000,59,0,0.03
C-01630,0.1203,0.0,0.0,-0.1203,0.2917,1,-0.0049,0.011,0.0018,6,0,199500,28,0,0.015
C-01631,0.1412,0.0,0.0,-0.1244,0.1565,0,0.0391,0.00917,-3e-05,0.3,0,927500,72,1,0.125
C-01632,0.414,0.7013,0.2903,-0.414,0.3636,1,0.0307,0.011,0.0018,8.9,1,93000,40,1,0.431
C-01633,0.3319,0.6608,0.2193,-0.3288,0.738,0,0.0508,0.00904,-0.00016,18.3,0,1035000,75,0,0.049
C-01634,0.1103,0.0,0.0,-0.0456,0.3556,0,-0.0062,0.011,0.0018,2.2,1,204000,44,0,0.064
C-01635,0.12,0.0,0.0,-0.0827,0.4074,0,-0.0023,0.011,0.0018,18.8,0,225000,72,0,0.069
C-01636,0.0448,0.0,0.0,-0.0233,1.0,0,0.0062,0.01037,0.00117,11.3,0,335000,75,0,0.041
C-01637,0.0626,0.0,0.0,-0.0626,0.5472,1,-0.0011,0.00998,0.00078,1.0,0,423500,38,0,0.027
C-01638,0.0899,0.0,0.0,-0.0765,0.0,0,0.0434,0.0079,-0.0013,19.5,1,1880000,75,0,0.007
C-01639,0.1085,0.0,0.0,-0.0999,0.7851,0,-0.011,0.00962,0.00042,4,0,557500,26,0,0.105
C-01640,0.1622,0.0,0.0,-0.1622,0.5894,1,-0.0023,0.00865,-0.00055,6.1,0,1223500,61,0,0.064
